lexeme_id,POS,frequency,frequency_Antiquitas,frequency_AetasPatrum,frequency_MediumAeuum,frequency_RecentiorLatinitas
spiritus_n,noun,387717,3803,143775,230458,9681
spiro_v,verb,5345,768,1399,3038,140
spisso_v,verb,315,211,41,59,4
splendeo_v,verb,2261,199,683,1329,50
splendesco_v,verb,200,39,44,110,7
spolio/-or_v,verb,6116,1312,1720,3007,77
spolium_n,noun,4847,1163,1605,2049,30
spondeo_v,verb,59589,705,15359,43089,436
spons_n,noun,3543,652,1288,1431,172
spumo_v,verb,1357,565,384,397,11
spuo_v,verb,2716,149,848,1702,17
spurco_v,verb,43,17,21,4,1
squaleo_v,verb,1007,274,411,322,0
stabilio_v,verb,3622,241,820,2230,331
stabulo/-or_v,verb,355,116,98,134,7
stabulum_n,noun,1720,462,532,721,5
stadium_n,noun,2108,451,733,907,17
stagno_v,verb,711,325,216,149,21
stagnum_n,noun,2757,751,995,995,16
statio_n,noun,2732,886,785,1010,51
statua_n,noun,4445,1061,1410,1852,122
statuo_v,verb,36507,2857,13913,17525,2212
status_n,noun,33095,2381,6815,21221,2678
stella_n,noun,19520,1674,7426,9343,1077
stello_v,verb,3596,408,1329,1706,153
sterno_v,verb,8214,1613,3050,3465,86
sternuo_v,verb,27,27,0,0,0
sterto_v,verb,302,51,91,158,2
stillo_v,verb,1168,116,424,623,5
stimulo_v,verb,1298,279,441,546,32
stimulus_n,noun,2546,285,1035,1154,72
stipendium_n,noun,4336,948,1426,1913,49
stipes_n,noun,741,232,183,310,16
stipo_v,verb,1730,452,565,677,36
stipulor/-o_v,verb,2908,162,2562,177,7
stirps_n,noun,2386,573,983,763,67
sto_v,verb,79637,6650,23328,47160,2499
stomachor_v,verb,330,66,146,117,1
strages_n,noun,1976,397,639,925,15
strangulo_v,verb,408,153,142,110,3
strepito_v,verb,17,13,2,2,0
strepitus_n,noun,3042,477,1044,1451,70
strepo_v,verb,2854,478,1048,1250,78
strideo_v,verb,1207,467,368,359,13
strido_v,verb,1202,486,354,349,13
strigo_v,verb,21,15,4,2,0
stringo_v,verb,3299,865,864,1398,172
struo_v,verb,5033,1201,1605,1775,452
studeo_v,verb,11067,538,3729,6436,364
studium_n,noun,33315,5489,12256,14016,1554
stupefacio_v,verb,952,95,242,600,15
stupefio_v,verb,9,1,0,7,1
stupeo_v,verb,5859,458,1950,3336,115
stuprum_n,noun,2170,575,980,597,18
suadeo_v,verb,8681,1370,3348,3708,255
subdeficio_v,verb,21,7,4,10,0
subdo_v,verb,37300,862,10458,25068,912
subduco_v,verb,2920,836,1027,882,175
subeo_v,verb,41456,9080,13174,18161,1041
subiaceo_v,verb,3728,104,1460,2113,51
subicio_v,verb,102107,2894,20960,71872,6381
subiecto_v,verb,8383,233,1710,5951,489
subigo_v,verb,4053,1328,1430,1187,108
subiungo_v,verb,10957,135,3832,6853,137
sublabor_v,verb,116,66,35,9,6
sublego_v,verb,70,35,10,25,0
subleuo_v,verb,4264,194,1602,2253,215
subligo_v,verb,63,35,7,21,0
subluceo_v,verb,83,12,35,29,7
subluo_v,verb,42,18,22,2,0
submergo_v,verb,1859,84,482,1236,57
subministro_v,verb,1472,99,591,726,56
submitto_v,verb,2808,340,803,1457,208
submoueo_v,verb,1700,259,893,481,67
subnascor_v,verb,105,74,3,7,21
subnecto_v,verb,768,68,261,418,21
subnoto_v,verb,173,4,71,85,13
suborior_v,verb,581,14,137,358,72
suborno_v,verb,488,127,163,178,20
subrepo_v,verb,1637,131,1055,444,7
subrideo_v,verb,800,116,200,461,23
subripio_v,verb,2068,165,1301,599,3
subrogo_v,verb,1065,84,477,496,8
subruo_v,verb,803,145,363,276,19
subscribo_v,verb,2915,191,2080,616,28
subseco_v,verb,59,52,5,2,0
subsequor_v,verb,12271,378,4134,7569,190
subsidium_n,noun,5342,896,1527,2679,240
subsido_v,verb,657,286,131,176,64
subsilio_v,verb,120,17,11,86,6
subsisto_v,verb,15817,284,2650,12368,515
substerno_v,verb,1282,237,369,586,90
substituo_v,verb,4244,234,2323,1166,521
substringo_v,verb,138,73,42,23,0
subsum_v,verb,1523,229,243,926,125
subterlabor_v,verb,17,6,6,5,0
subtero_v,verb,49,32,13,4,0
subtexo_v,verb,280,73,130,77,0
subtraho_v,verb,10494,375,3492,6518,109
subuecto_v,verb,100,24,49,27,0
subueho_v,verb,769,102,270,387,10
subuenio_v,verb,5160,359,2050,2707,44
subuerto_v,verb,5927,139,2805,2927,56
subuoluo_v,verb,2,2,0,0,0
suburgeo_v,verb,14,1,0,13,0
succedo_v,verb,12596,1012,4474,6524,586
succendo_v,verb,5254,177,2205,2862,10
succi'do_v,verb,865,63,379,423,0
"succi\do""_v",verb,2213,283,914,1009,7
succingo_v,verb,1829,327,674,797,31
succresco_v,verb,785,8,226,535,16
succumbo_v,verb,1593,166,514,866,47
succurro_v,verb,2522,506,670,1292,54
succutio_v,verb,88,46,17,25,0
sudo_v,verb,1717,460,518,701,38
sudor_n,noun,2303,541,598,1099,65
suesco_v,verb,854,295,338,207,14
suffero_v,verb,16425,3433,6166,5867,959
sufficio_v,verb,34354,1132,8146,21360,3716
suffigo_v,verb,220,85,108,27,0
suffio_v,verb,198,158,16,4,20
sufflo_v,verb,562,42,217,290,13
suffoco_v,verb,1945,29,590,1274,52
suffodio_v,verb,629,85,229,309,6
suffragor/-o_v,verb,1879,126,713,979,61
suffulcio_v,verb,910,35,320,503,52
suffundo_v,verb,886,285,331,257,13
suggero_v,verb,5816,194,2642,2896,84
suggredior_v,verb,11,11,0,0,0
sugillo_v,verb,62,0,7,47,8
sulco_v,verb,702,183,323,184,12
sulcus_n,noun,914,393,342,178,1
sum_v,verb,2706431,195361,942475,1478609,89986
summa_n,noun,39568,9386,11013,16922,2247
sumo_v,verb,48122,5468,13403,26501,2750
suo_v,verb,290218,16140,102391,164068,7619
superbia_n,noun,30195,667,10975,18292,261
superbio_v,verb,12572,359,5302,6844,67
supercurro_v,verb,15,2,7,6,0
superegredior_v,verb,3,0,0,2,1
superemineo_v,verb,2224,13,566,1601,44
superfluo_v,verb,1758,72,619,1017,50
superfundo_v,verb,872,151,349,364,8
supergredior_v,verb,1368,87,462,818,1
superiacio_v,verb,99,39,37,23,0
superimpono_v,verb,317,38,147,73,59
superincumbo_v,verb,104,7,9,86,2
superinicio_v,verb,64,52,4,8,0
superlabor_v,verb,7,1,1,0,5
supero_v,verb,15784,1965,6848,6362,609
superpono_v,verb,3860,363,1320,2149,28
supersedeo_v,verb,714,94,195,384,41
superstagno_v,verb,1,1,0,0,0
superstitio_n,noun,2177,174,1198,600,205
supersto_v,verb,645,193,227,209,16
superstruo_v,verb,88,11,45,9,23
supersum_v,verb,4583,1040,1760,1508,275
supertego_v,verb,35,2,11,22,0
supertendo_v,verb,1,0,1,0,0
superuado_v,verb,26,5,11,10,0
superueho_v,verb,47,8,10,29,0
superuenio_v,verb,9538,310,2886,6262,80
superuolo_v,verb,102,38,40,22,2
superurgeo_v,verb,3,3,0,0,0
supino_v,verb,305,115,85,98,7
suppedito_v,verb,628,202,97,158,171
suppeto_v,verb,1081,102,367,560,52
supplanto_v,verb,1192,11,408,767,6
suppleo_v,verb,3646,210,930,2330,176
supplicium_n,noun,15654,2146,7955,5407,146
supplico_v,verb,6686,462,2843,3351,30
supplodo_v,verb,21,2,19,0,0
suppono_v,verb,20828,401,1263,17472,1692
supporto_v,verb,585,24,65,477,19
supprimo_v,verb,1351,363,411,519,58
suppuro_v,verb,123,100,23,0,0
supputo_v,verb,619,18,389,205,7
surgo_v,verb,20338,1303,7861,11003,171
suscenseo_v,verb,323,154,152,17,0
suscipio_v,verb,59261,2548,26793,28957,963
suscito_v,verb,9751,106,4348,5149,148
suspecto/-or_v,verb,619,198,202,191,28
suspendo_v,verb,11249,1639,4334,4854,422
suspicio_n,noun,4010,1048,1469,1363,130
suspicio_v,verb,9086,1901,3258,3486,441
suspicor/-o_v,verb,3576,655,1417,1379,125
suspiro_v,verb,3608,160,1023,2391,34
sustento_v,verb,5579,336,1305,3840,98
sustineo_v,verb,24053,2095,8377,13198,383
sustollo_v,verb,592,17,249,305,21
susurro_v,verb,430,23,196,210,1
tabella_n,noun,868,541,148,107,72
tabeo_v,verb,463,154,174,132,3
tabernaculum_n,noun,17013,342,8172,8457,42
tabesco_v,verb,1448,79,585,781,3
tabula_n,noun,9784,1884,3877,3720,303
taceo_v,verb,25386,4280,11473,9062,571
tactus_n,noun,11869,603,2006,8671,589
taedet_v,verb,375,60,113,194,8
taedium_n,noun,3087,554,1044,1369,120
talentum_n,noun,3888,599,1301,1969,19
talio_v,verb,7416,485,3032,3529,370
tango_v,verb,28031,2424,7390,16758,1459
tardo_v,verb,1972,346,732,869,25
taurus_n,noun,4567,1507,1586,1444,30
taxo_v,verb,844,93,307,420,24
tego_v,verb,26990,8157,10126,8328,379
tellus_n,noun,3221,1655,855,484,227
telum_n,noun,8825,4646,2395,1666,118
temeritas_n,noun,2314,406,880,971,57
temero_v,verb,935,163,444,317,11
temno_v,verb,293,51,192,47,3
temperantia_n,noun,8038,330,1079,6384,245
tempero/-or_v,verb,16600,2070,4553,9385,592
tempestas_n,noun,6641,1521,2479,2484,157
templum_n,noun,43042,3942,18996,19725,379
tempus1_n,noun,174769,16477,64679,86128,7485
tempus2_n,noun,174769,16477,64679,86128,7485
tendo_v,verb,15707,1902,4508,8678,619
tenebra_n,noun,29075,1290,13801,13680,304
teneo_v,verb,65079,6830,25139,31801,1309
tento_v,verb,12128,2374,5885,3869,0
tenuo_v,verb,1213,388,450,295,80
tepefacio_v,verb,382,179,119,68,16
tepefacto_v,verb,36,18,10,5,3
tepeo_v,verb,683,267,182,212,22
tepesco_v,verb,417,36,72,306,3
terebro_v,verb,237,75,72,82,8
tergeo_v,verb,1342,121,360,822,39
tergiuersor_v,verb,246,72,92,67,15
tergum_n,noun,7275,3113,2130,1958,74
termino_v,verb,11916,198,3313,7553,852
terminus_n,noun,17986,429,4362,11319,1876
tero_v,verb,8225,4034,1782,2087,322
terra_n,noun,219481,15054,99352,99935,5140
terreo_v,verb,8856,1300,3235,4305,16
terrifico_v,verb,101,19,31,50,1
territo_v,verb,312,142,115,53,2
terror_n,noun,5593,1083,2210,2232,68
testamentum_n,noun,30282,1594,18083,10431,174
testificor/-o_v,verb,2927,145,924,1827,31
testis_n,noun,20507,2909,7978,9305,315
testor/-o_v,verb,16220,1467,8011,6415,327
testudo_n,noun,594,276,139,161,18
texo_v,verb,7157,717,2939,3262,239
thalamus_n,noun,2951,607,952,1388,4
theatrum_n,noun,2112,822,934,274,82
tibia_n,noun,1784,432,477,837,38
tignum_n,noun,653,193,255,205,0
timeo_v,verb,49430,4134,20484,24449,363
timor_n,noun,25682,1325,7744,16403,210
tingo_v,verb,3739,678,1362,1570,129
tinnio_v,verb,1008,55,490,446,17
tintinno_v,verb,4,2,1,1,0
titillo_v,verb,353,15,163,153,22
titubo_v,verb,1030,152,522,349,7
titulus_n,noun,8803,580,4388,3570,265
toga_n,noun,1569,984,353,192,40
tolero/-or_v,verb,10467,816,5025,4463,163
tollo_v,verb,34988,5938,12584,14746,1720
tondeo_v,verb,3507,633,953,1863,58
tono_v,verb,2007,608,667,716,16
tormentum_n,noun,10803,1201,4903,4568,131
torpeo_v,verb,2644,389,803,1426,26
torpesco_v,verb,366,23,171,164,8
torqueo_v,verb,7284,1914,2734,2523,113
torreo_v,verb,10189,1542,4270,4332,45
torus_n,noun,1849,919,586,338,6
trabs_n,noun,1950,581,567,652,150
tracto_v,verb,21232,2073,8499,9394,1266
trado_v,verb,46498,5740,18232,20990,1536
traduco_v,verb,2604,668,590,1246,100
traho_v,verb,25292,3983,7982,12520,807
traicio_v,verb,2817,1205,505,1068,39
tranquillitas_n,noun,2586,172,1028,1295,91
transcendo_v,verb,4575,216,1548,2516,295
transcribo_v,verb,619,29,243,286,61
transcurro_v,verb,1943,211,710,970,52
transeo_v,verb,39720,2159,14217,22443,901
transero_v,verb,2,2,0,0,0
transfero_v,verb,21909,2250,9592,9283,784
transfigo_v,verb,982,182,368,427,5
transfiguro_v,verb,1740,42,755,926,17
transfodio_v,verb,178,43,64,69,2
transformo_v,verb,1286,15,395,786,90
transforo_v,verb,37,2,13,22,0
transfuga_n,noun,579,320,148,107,4
transfugio_v,verb,315,150,110,50,5
transfundo_v,verb,1432,69,474,851,38
transgredior_v,verb,4637,707,1595,2274,61
transigo_v,verb,7308,547,3738,2879,144
transilio_v,verb,1926,121,915,857,33
transitus_n,noun,7893,816,2236,4464,377
transmeo_v,verb,389,20,176,191,2
transmitto_v,verb,6051,469,2754,2658,170
transmoueo_v,verb,18,5,5,8,0
transmuto_v,verb,2356,16,86,2200,54
transno_v,verb,43,12,22,9,0
transpono_v,verb,905,15,152,599,139
transporto_v,verb,358,133,60,163,2
transueho_v,verb,489,122,133,214,20
transuerbero_v,verb,275,33,50,190,2
transuerto_v,verb,2738,1003,810,806,119
transuo_v,verb,19,19,0,0,0
transuolo_v,verb,483,43,161,268,11
tremefacio_v,verb,566,118,268,173,7
tremesco_v,verb,285,72,130,83,0
tremo_v,verb,7377,1097,2876,3343,61
trepido_v,verb,3157,1053,1286,800,18
tribunal_n,noun,3828,588,1787,1384,69
tribunus_n,noun,5969,3704,1858,398,9
tribuo_v,verb,29497,2818,12730,12138,1811
tributum_n,noun,4794,635,1938,2100,121
tripertio_v,verb,1179,275,624,279,1
tripudio_v,verb,609,31,125,451,2
tristitia_n,noun,16663,491,3925,11394,853
triumpho_v,verb,6982,1051,2182,3724,25
triumphus_n,noun,4238,1411,1371,1416,40
trucido_v,verb,1857,491,764,592,10
trudo_v,verb,777,78,337,338,24
trunco_v,verb,1463,230,532,646,55
truncus_n,noun,1034,503,185,292,54
truso_v,verb,12,3,5,4,0
trutino/-or_v,verb,360,6,186,159,9
tuba_n,noun,7896,614,3429,3817,36
tueor/-eo_v,verb,8189,2536,2201,3130,322
tumefacio_v,verb,164,57,32,66,9
tumeo_v,verb,3992,607,1671,1681,33
tumesco_v,verb,542,81,253,199,9
tumulo_v,verb,1305,187,199,912,7
tumultuor/-o_v,verb,956,164,307,447,38
tumultus_n,noun,7541,1892,2424,3121,104
tumulus_n,noun,2636,838,742,1054,2
tundo_v,verb,1607,686,419,497,5
tunica_n,noun,6121,805,2005,3247,64
turbo_n,noun,2732,373,1013,1320,26
turbo_v,verb,18751,3123,7229,8180,219
turgeo_v,verb,560,97,192,255,16
turgesco_v,verb,167,33,66,52,16
turma_n,noun,1646,573,526,528,19
turpo_v,verb,850,158,404,260,28
turris_n,noun,7917,976,2173,4645,123
tus_n,noun,1604,677,734,186,7
tutela_n,noun,5071,951,3243,812,65
tutor/-o_v,verb,3182,1156,1236,670,120
tympanum_n,noun,1405,334,623,383,65
tyrannus_n,noun,5542,1537,1682,2202,121
uacillo_v,verb,810,65,229,496,20
uaco_v,verb,8996,837,3008,4928,223
uacuefacio_v,verb,163,21,52,90,0
uado_v,verb,11827,479,3259,8059,30
uadum_n,noun,3790,913,992,1874,11
uagio_v,verb,1045,182,455,386,22
uagor/-o_v,verb,3362,777,1179,1267,139
ualedico_v,verb,479,2,110,350,17
ualeo_v,verb,39188,3491,14252,20373,1072
ualesco_v,verb,2994,413,1281,1242,58
ualetudo_n,noun,1304,540,446,197,121
ualles_n,noun,4736,761,1747,2167,61
uallo_v,verb,3180,602,995,1559,24
uallum_n,noun,4060,1683,1027,1314,36
uallus_n,noun,4258,1244,1288,1688,38
uanesco_v,verb,156,32,103,21,0
uaporo_v,verb,875,122,351,300,102
uapulo_v,verb,626,101,288,223,14
uarietas_n,noun,4534,618,1737,1845,334
uario_v,verb,7447,1127,2602,3033,685
uasto_v,verb,5564,936,2699,1887,42
uates_n,noun,4202,1574,1791,767,70
uaticinor/-o_v,verb,1045,175,526,333,11
uber_n,noun,7787,502,2625,4651,9
uectigal_n,noun,2139,789,848,452,50
uecto_v,verb,722,126,297,291,8
uegeto_v,verb,2361,21,395,1885,60
uehiculum_n,noun,1701,347,631,592,131
ueho_v,verb,3336,1262,1133,786,155
uelifico/-or_v,verb,192,49,35,88,20
uellico_v,verb,329,22,129,146,32
uello_v,verb,16277,2450,5252,8183,392
uelo_v,verb,5539,965,1827,2717,30
uelocitas_n,noun,2199,197,422,790,790
uelum_n,noun,8595,2271,3010,3085,229
uena_n,noun,5430,1482,1783,1997,168
uendito_v,verb,1030,157,625,202,46
uendo_v,verb,17363,1674,8319,7183,187
uenenum_n,noun,10028,2620,3762,3530,116
ueneo_v,verb,69912,4605,28815,35980,512
ueneror/-o_v,verb,17838,1465,6393,9710,270
uenia_n,noun,12021,1195,4732,5928,166
uenio_v,verb,197463,16265,85633,93576,1989
uenor_v,verb,5299,1237,1524,2403,135
uenter_n,noun,8077,778,3289,3938,72
uentilo_v,verb,2132,66,1136,901,29
uentito_v,verb,50,42,7,1,0
uentus_n,noun,14975,3270,4523,6711,471
uenum-do_v,verb,199,6,126,67,0
uer_n,noun,114168,7581,37518,63046,6023
uerber_n,noun,3699,717,1267,1695,20
uerbero_v,verb,3578,611,1477,1433,57
uerbum_n,noun,256267,13856,99777,138426,4208
uerecundia_n,noun,5958,766,2210,2921,61
uereor_v,verb,20857,1917,6998,11338,604
uergo/-or_v,verb,2314,513,805,847,149
ueritas_n,noun,68302,617,24968,39778,2939
uermino/-or_v,verb,25,14,7,1,3
uerno/-or_v,verb,1437,195,426,806,10
uerro_v,verb,2985,960,1196,784,45
uersatio_n,noun,67,64,0,1,2
uerso_v,verb,8530,1934,2971,2798,827
uertex_n,noun,3407,762,1266,1260,119
uerto_v,verb,32114,5823,12060,12489,1742
uerum_n,noun,402092,26533,140975,213723,20861
uesanio_v,verb,268,10,116,139,3
uescor/-o_v,verb,4052,341,1540,2094,77
uesperasco_v,verb,96,14,20,62,0
uestibulum_n,noun,1862,375,957,515,15
uestigium_n,noun,14282,2364,5321,6321,276
uestigo_v,verb,521,92,187,224,18
uestio_v,verb,10740,894,4229,5414,203
uestis_n,noun,15528,1901,5110,8248,269
ueto_v,verb,10428,1616,4083,4378,351
uetustas_n,noun,2731,606,1011,1079,35
uexo_v,verb,4397,853,1617,1842,85
ui'resco_v,verb,237,19,83,131,4
uia_n,noun,68367,5098,26857,34705,1707
uibro_v,verb,1696,489,638,521,48
uicis_n,noun,10298,1497,3188,5141,472
uictima_n,noun,3985,419,2068,1468,30
uictor_n,noun,9485,2720,3505,3168,92
uictoria_n,noun,19281,4099,6459,8496,227
uictus_n,noun,17894,2979,7813,6777,325
uicus_n,noun,5929,715,1841,3195,178
uideo_v,verb,351881,32304,127349,183314,8914
uiduo_v,verb,2793,224,1228,1338,3
uigeo_v,verb,3101,340,820,1803,138
uigesco_v,verb,336,47,93,191,5
uigilia_n,noun,7826,881,1809,5041,95
uigilo_v,verb,15570,1133,5732,8372,333
uigor_n,noun,2639,264,1160,1107,108
uilla_n,noun,8416,1432,1457,5510,17
uincio_v,verb,10402,1995,4365,3920,122
uinco_v,verb,49593,9935,20554,18321,783
uinculum_n,noun,17480,1447,7610,8018,405
uindex_n,noun,1321,361,520,394,46
uindico_v,verb,12939,1460,8120,3112,247
uinum_n,noun,37360,5576,10528,20731,525
uiolo_v,verb,6934,1405,2836,2473,220
uir_n,noun,116641,13240,45142,56554,1705
uireo_v,verb,9814,1655,2795,4745,619
uirga_n,noun,12374,763,4651,6905,55
uirgo_n,noun,37506,2170,11678,23462,196
uirtus_n,noun,149451,6623,36828,101690,4310
uis_n,noun,98953,18376,31893,40202,8482
uisco_v,verb,168,83,42,43,0
uiscus_n,noun,10288,1228,4205,4673,182
uisito_v,verb,7212,40,1796,5259,117
uiso_v,verb,5240,1558,1477,2008,197
uisus_n,noun,34741,3742,10982,19056,961
uita_n,noun,251494,14364,95497,133838,7795
uitio_v,verb,13166,1685,5931,5326,224
uitis_n,noun,14411,2639,3844,7712,216
uitium_n,noun,52786,6346,19509,25706,1225
uito_v,verb,48086,3956,16619,26302,1209
uitupero_v,verb,2585,428,975,1121,61
uiuo_v,verb,119028,10879,47991,57878,2280
ulciscor/-o_v,verb,4109,940,1487,1600,82
ultimum_n,noun,28058,2762,5434,18701,1161
ultio_n,noun,4085,311,1779,1960,35
ululo_v,verb,1858,199,801,855,3
umbra_n,noun,18245,3108,6861,7658,618
umbro_v,verb,4878,954,1837,1971,116
umecto_v,verb,89,32,47,10,0
umesco_v,verb,37,10,27,0,0
unda_n,noun,8177,3296,2932,1907,42
undo_v,verb,2633,1030,950,647,6
ungo_v,verb,6496,500,2256,3689,51
unguento_v,verb,959,132,323,496,8
unguis_n,noun,2260,716,559,920,65
uniuersum_n,noun,23315,1493,7995,12345,1482
uocabulum_n,noun,13462,1315,6162,4858,1127
uociferor/-o_v,verb,2124,395,578,1142,9
uocito_v,verb,1214,230,543,427,14
uoco_v,verb,79531,8091,31411,37607,2422
uolito_v,verb,2008,467,665,825,51
uolo1_v,verb,173537,15238,65288,88471,4540
uolo2_v,verb,16496,2882,5533,7748,333
uoluntas_n,noun,72007,1883,21262,47043,1819
uoluo_v,verb,54272,4605,23227,25449,991
uoluptas_n,noun,15072,2910,5313,6079,770
uoluto_v,verb,848,262,325,229,32
uomito_v,verb,25,18,7,0,0
uomo_v,verb,3572,683,1175,1700,14
uoro_v,verb,1110,74,503,524,9
uotum_n,noun,24390,2869,7198,13963,360
uoueo_v,verb,54531,6502,16015,31204,810
uox_n,noun,56646,5408,22669,27314,1255
urbs_n,noun,27789,8917,10192,8416,264
urgeo_v,verb,5673,863,1626,2880,304
urna_n,noun,1060,433,203,400,24
uro_v,verb,4698,1269,1671,1684,74
ustulo_v,verb,61,9,5,34,13
usurpo_v,verb,5352,566,2255,2230,301
usus_n,noun,65388,11084,22955,27023,4326
uterus_n,noun,12358,606,5317,6312,123
utilitas_n,noun,11853,1200,3674,6387,592
utor/-o_v,verb,94008,14427,31603,42110,5868
uua_n,noun,4225,1335,1472,1368,50
uulgo_v,verb,6185,1198,1883,2116,988
uulgus_n,noun,7917,1588,2524,2311,1494
uulnero_v,verb,10975,1167,4903,4784,121
uulnus_n,noun,18041,3618,7531,6637,255
uultus_n,noun,25464,4688,9117,11269,390
uxor_n,noun,28358,2861,12294,12973,230
