lexeme,PoSTag:features,form,form_IPA,freqTFTL,freqAntiquitas,freqAetasPatrum,freqMediumAeuum,freqRecentiorLatinitas
agger,NOUN:Acc+Plur,aggerēs,aɡɡereːs,80,13,54,13,0
agger,NOUN:Voc+Plur,aggerēs,aɡɡereːs,80,13,54,13,0
agger,NOUN:Abl+Plur,aggeribus,aɡɡeribus,85,28,41,15,1
agmen,NOUN:Nom+Sing,agmen,aɡmen,823,544,151,114,14
agmen,NOUN:Gen+Sing,agminis,aɡminis,165,75,53,37,0
agmen,NOUN:Dat+Sing,agminī,aɡminiː,68,45,12,11,0
agmen,NOUN:Acc+Sing,agmen,aɡmen,823,544,151,114,14
agmen,NOUN:Voc+Sing,agmen,aɡmen,823,544,151,114,14
agmen,NOUN:Abl+Sing,agmine,aɡmine,909,519,212,176,2
agmen,NOUN:Nom+Plur,agmina,aɡmina,970,330,321,308,11
agmen,NOUN:Gen+Plur,agminum,aɡminum,65,7,29,28,1
agmen,NOUN:Dat+Plur,agminibus,aɡminibus,334,29,110,193,2
agmen,NOUN:Acc+Plur,agmina,aɡmina,970,330,321,308,11
agmen,NOUN:Voc+Plur,agmina,aɡmina,970,330,321,308,11
agmen,NOUN:Abl+Plur,agminibus,aɡminibus,334,29,110,193,2
agricola,NOUN:Nom+Sing,agricola,aɡrikola,659,88,315,245,11
agricola,NOUN:Gen+Sing,agricolae,aɡrikolaj,464,113,163,179,9
agricola,NOUN:Dat+Sing,agricolae,aɡrikolaj,464,113,163,179,9
agricola,NOUN:Acc+Sing,agricolam,aɡrikolam,152,34,69,47,2
agricola,NOUN:Voc+Sing,agricola,aɡrikola,659,88,315,245,11
agricola,NOUN:Abl+Sing,agricolā,aɡrikolaː,659,88,315,245,11
agricola,NOUN:Nom+Plur,agricolae,aɡrikolaj,464,113,163,179,9
agricola,NOUN:Gen+Plur,agricolārum,aɡrikolaːrum,90,21,28,38,3
agricola,NOUN:Dat+Plur,agricolīs,aɡrikoliːs,258,50,91,111,6
agricola,NOUN:Acc+Plur,agricolās,aɡrikolaːs,135,19,42,73,1
agricola,NOUN:Voc+Plur,agricolae,aɡrikolaj,464,113,163,179,9
agricola,NOUN:Abl+Plur,agricolīs,aɡrikoliːs,258,50,91,111,6
ala,NOUN:Nom+Sing,āla,aːla,246,65,78,100,3
ala,NOUN:Gen+Sing,ālae,aːlaj,454,95,155,199,5
ala,NOUN:Dat+Sing,ālae,aːlaj,454,95,155,199,5
ala,NOUN:Acc+Sing,ālam,aːlam,115,38,39,35,3
ala,NOUN:Voc+Sing,āla,aːla,246,65,78,100,3
ala,NOUN:Abl+Sing,ālā,aːlaː,246,65,78,100,3
ala,NOUN:Nom+Plur,ālae,aːlaj,454,95,155,199,5
ala,NOUN:Gen+Plur,ālārum,aːlaːrum,650,46,311,290,3
ala,NOUN:Dat+Plur,ālīs,aːliːs,969,202,269,478,20
ala,NOUN:Acc+Plur,ālās,aːlaːs,1016,116,370,520,10
ala,NOUN:Voc+Plur,ālae,aːlaj,454,95,155,199,5
ala,NOUN:Abl+Plur,ālīs,aːliːs,969,202,269,478,20
ales,NOUN:Nom+Sing,āles,aːles,245,128,62,51,4
ales,NOUN:Gen+Sing,ālitis,aːlitis,57,30,15,11,1
ales,NOUN:Dat+Sing,ālitī,aːlitiː,23,4,4,15,0
ales,NOUN:Acc+Sing,ālitem,aːlitem,23,13,6,4,0
ales,NOUN:Voc+Sing,āles,aːles,245,128,62,51,4
ales,NOUN:Abl+Sing,ālite,aːlite,73,47,15,11,0
ales,NOUN:Nom+Plur,ālitēs,aːliteːs,74,18,48,7,1
ales,NOUN:Gen+Plur,ālitum,aːlitum,56,32,15,9,0
ales,NOUN:Dat+Plur,ālitibus,aːlitibus,55,27,22,6,0
ales,NOUN:Acc+Plur,ālitēs,aːliteːs,74,18,48,7,1
ales,NOUN:Voc+Plur,ālitēs,aːliteːs,74,18,48,7,1
ales,NOUN:Abl+Plur,ālitibus,aːlitibus,55,27,22,6,0
alienum,NOUN:Nom+Sing,aliēnum,alieːnum,3068,429,1523,1026,90
alienum,NOUN:Gen+Sing,aliēnī,alieːniː,1702,183,889,596,34
alienum,NOUN:Dat+Sing,aliēnō,alieːnoː,2007,346,913,705,43
alienum,NOUN:Acc+Sing,aliēnum,alieːnum,3068,429,1523,1026,90
alienum,NOUN:Voc+Sing,aliēnum,alieːnum,3068,429,1523,1026,90
alienum,NOUN:Abl+Sing,aliēnō,alieːnoː,2007,346,913,705,43
alienum,NOUN:Nom+Plur,aliēna,alieːna,4315,438,2019,1778,80
alienum,NOUN:Gen+Plur,aliēnōrum,alieːnoːrum,278,19,140,116,3
alienum,NOUN:Dat+Plur,aliēnīs,alieːniːs,2160,222,1055,851,32
alienum,NOUN:Acc+Plur,aliēna,alieːna,4315,438,2019,1778,80
alienum,NOUN:Voc+Plur,aliēna,alieːna,4315,438,2019,1778,80
alienum,NOUN:Abl+Plur,aliēnīs,alieːniːs,2160,222,1055,851,32
alimentum,NOUN:Nom+Sing,alimentum,alimentum,511,43,124,310,34
alimentum,NOUN:Gen+Sing,alimentī,alimentiː,204,18,27,130,29
alimentum,NOUN:Dat+Sing,alimentō,alimentoː,310,27,54,201,28
alimentum,NOUN:Acc+Sing,alimentum,alimentum,511,43,124,310,34
alimentum,NOUN:Voc+Sing,alimentum,alimentum,511,43,124,310,34
alimentum,NOUN:Abl+Sing,alimentō,alimentoː,310,27,54,201,28
alimentum,NOUN:Nom+Plur,alimenta,alimenta,1016,165,522,298,31
alimentum,NOUN:Gen+Plur,alimentōrum,alimentoːrum,291,12,120,149,10
alimentum,NOUN:Dat+Plur,alimentīs,alimentiːs,432,41,193,187,11
alimentum,NOUN:Acc+Plur,alimenta,alimenta,1016,165,522,298,31
alimentum,NOUN:Voc+Plur,alimenta,alimenta,1016,165,522,298,31
alimentum,NOUN:Abl+Plur,alimentīs,alimentiːs,432,41,193,187,11
altitudo,NOUN:Nom+Sing,altitūdo,altituːdo,1380,130,558,651,41
altitudo,NOUN:Gen+Sing,altitūdinis,altituːdinis,593,100,167,304,22
altitudo,NOUN:Dat+Sing,altitūdinī,altituːdiniː,48,4,13,20,11
altitudo,NOUN:Acc+Sing,altitūdinem,altituːdinem,1957,214,707,959,77
altitudo,NOUN:Voc+Sing,altitūdo,altituːdo,1380,130,558,651,41
altitudo,NOUN:Abl+Sing,altitūdine,altituːdine,1217,125,483,569,40
altitudo,NOUN:Nom+Plur,altitūdinēs,altituːdineːs,182,25,90,43,24
altitudo,NOUN:Gen+Plur,altitūdinum,altituːdinum,30,3,3,5,19
altitudo,NOUN:Dat+Plur,altitūdinibus,altituːdinibus,22,8,7,3,4
altitudo,NOUN:Acc+Plur,altitūdinēs,altituːdineːs,182,25,90,43,24
altitudo,NOUN:Voc+Plur,altitūdinēs,altituːdineːs,182,25,90,43,24
altitudo,NOUN:Abl+Plur,altitūdinibus,altituːdinibus,22,8,7,3,4
altum,NOUN:Nom+Sing,altum,altum,2366,305,819,1198,44
altum,NOUN:Gen+Sing,altī,altiː,229,64,83,82,0
altum,NOUN:Dat+Sing,altō,altoː,1871,531,559,755,26
altum,NOUN:Acc+Sing,altum,altum,2366,305,819,1198,44
altum,NOUN:Voc+Sing,altum,altum,2366,305,819,1198,44
altum,NOUN:Abl+Sing,altō,altoː,1871,531,559,755,26
altum,NOUN:Nom+Plur,alta,alta,2619,473,892,1219,35
altum,NOUN:Gen+Plur,altōrum,altoːrum,14,3,4,6,1
altum,NOUN:Dat+Plur,altīs,altiːs,617,206,193,210,8
altum,NOUN:Acc+Plur,alta,alta,2619,473,892,1219,35
altum,NOUN:Voc+Plur,alta,alta,2619,473,892,1219,35
altum,NOUN:Abl+Plur,altīs,altiːs,617,206,193,210,8
alueus,NOUN:Nom+Sing,alueus,alweus,116,28,52,33,3
alueus,NOUN:Gen+Sing,alueī,alweiː,90,25,32,31,2
alueus,NOUN:Dat+Sing,alueō,alweoː,251,101,80,68,2
alueus,NOUN:Acc+Sing,alueum,alweum,219,48,70,96,5
alueus,NOUN:Voc+Sing,aluee,alwee,0,0,0,0,0
alueus,NOUN:Abl+Sing,alueō,alweoː,251,101,80,68,2
alueus,NOUN:Nom+Plur,alueī,alweiː,90,25,32,31,2
alueus,NOUN:Gen+Plur,alueōrum,alweoːrum,4,1,3,0,0
alueus,NOUN:Dat+Plur,alueīs,alweiːs,41,14,14,13,0
alueus,NOUN:Acc+Plur,alueōs,alweoːs,43,12,14,17,0
alueus,NOUN:Voc+Plur,alueī,alweiː,90,25,32,31,2
alueus,NOUN:Abl+Plur,alueīs,alweiːs,41,14,14,13,0
ambitio,NOUN:Nom+Sing,ambitio,ambitio,651,103,248,271,29
ambitio,NOUN:Gen+Sing,ambitiōnis,ambitioːnis,263,32,61,162,8
ambitio,NOUN:Dat+Sing,ambitiōnī,ambitioːniː,46,19,12,12,3
ambitio,NOUN:Acc+Sing,ambitiōnem,ambitioːnem,243,53,68,107,15
ambitio,NOUN:Voc+Sing,ambitio,ambitio,651,103,248,271,29
ambitio,NOUN:Abl+Sing,ambitiōne,ambitioːne,543,78,216,235,14
ambitio,NOUN:Nom+Plur,ambitiōnēs,ambitioːneːs,26,2,14,9,1
ambitio,NOUN:Gen+Plur,ambitiōnum,ambitioːnum,5,0,3,2,0
ambitio,NOUN:Dat+Plur,ambitiōnibus,ambitioːnibus,19,1,14,2,2
ambitio,NOUN:Acc+Plur,ambitiōnēs,ambitioːneːs,26,2,14,9,1
ambitio,NOUN:Voc+Plur,ambitiōnēs,ambitioːneːs,26,2,14,9,1
ambitio,NOUN:Abl+Plur,ambitiōnibus,ambitioːnibus,19,1,14,2,2
ambitus,NOUN:Nom+Sing,ambitus,ambitus,460,137,163,141,19
ambitus,NOUN:Gen+Sing,ambitūs,ambituːs,460,137,163,141,19
ambitus,NOUN:Dat+Sing,ambituī,ambituiː,0,0,0,0,0
ambitus,NOUN:Acc+Sing,ambitum,ambitum,552,60,215,232,45
ambitus,NOUN:Voc+Sing,ambitus,ambitus,460,137,163,141,19
ambitus,NOUN:Abl+Sing,ambitū,ambituː,703,182,268,193,60
ambitus,NOUN:Nom+Plur,ambitūs,ambituːs,460,137,163,141,19
ambitus,NOUN:Gen+Plur,ambituum,ambituum,0,0,0,0,0
ambitus,NOUN:Dat+Plur,ambitibus,ambitibus,4,0,0,2,2
ambitus,NOUN:Acc+Plur,ambitūs,ambituːs,460,137,163,141,19
ambitus,NOUN:Voc+Plur,ambitūs,ambituːs,460,137,163,141,19
ambitus,NOUN:Abl+Plur,ambitibus,ambitibus,4,0,0,2,2
amica,NOUN:Nom+Sing,amīca,amiːka,1171,163,311,685,12
amica,NOUN:Gen+Sing,amīcae,amiːkaj,194,72,52,65,5
amica,NOUN:Dat+Sing,amīcae,amiːkaj,194,72,52,65,5
amica,NOUN:Acc+Sing,amīcam,amiːkam,313,122,62,123,6
amica,NOUN:Voc+Sing,amīca,amiːka,1171,163,311,685,12
amica,NOUN:Abl+Sing,amīcā,amiːkaː,1171,163,311,685,12
amica,NOUN:Nom+Plur,amīcae,amiːkaj,194,72,52,65,5
amica,NOUN:Gen+Plur,amīcārum,amiːkaːrum,8,1,7,0,0
amica,NOUN:Dat+Plur,amīcīs,amiːkiːs,2585,472,664,1392,57
amica,NOUN:Acc+Plur,amīcās,amiːkaːs,69,21,25,21,2
amica,NOUN:Voc+Plur,amīcae,amiːkaj,194,72,52,65,5
amica,NOUN:Abl+Plur,amīcīs,amiːkiːs,2585,472,664,1392,57
amicitia,NOUN:Nom+Sing,amīcitia,amiːkitia,2193,463,331,1345,54
amicitia,NOUN:Gen+Sing,amīcitiae,amiːkitiaj,1588,371,236,936,45
amicitia,NOUN:Dat+Sing,amīcitiae,amiːkitiaj,1588,371,236,936,45
amicitia,NOUN:Acc+Sing,amīcitiam,amiːkitiam,1379,376,295,675,33
amicitia,NOUN:Voc+Sing,amīcitia,amiːkitia,2193,463,331,1345,54
amicitia,NOUN:Abl+Sing,amīcitiā,amiːkitiaː,2193,463,331,1345,54
amicitia,NOUN:Nom+Plur,amīcitiae,amiːkitiaj,1588,371,236,936,45
amicitia,NOUN:Gen+Plur,amīcitiārum,amiːkitiaːrum,131,19,58,54,0
amicitia,NOUN:Dat+Plur,amīcitiīs,amiːkitiiːs,189,38,76,72,3
amicitia,NOUN:Acc+Plur,amīcitiās,amiːkitiaːs,374,87,156,117,14
amicitia,NOUN:Voc+Plur,amīcitiae,amiːkitiaj,1588,371,236,936,45
amicitia,NOUN:Abl+Plur,amīcitiīs,amiːkitiiːs,189,38,76,72,3
amictus,NOUN:Nom+Sing,amictus,amiktus,445,74,164,205,2
amictus,NOUN:Gen+Sing,amictūs,amiktuːs,445,74,164,205,2
amictus,NOUN:Dat+Sing,amictuī,amiktuiː,7,7,0,0,0
amictus,NOUN:Acc+Sing,amictum,amiktum,222,11,103,107,1
amictus,NOUN:Voc+Sing,amictus,amiktus,445,74,164,205,2
amictus,NOUN:Abl+Sing,amictū,amiktuː,299,66,122,107,4
amictus,NOUN:Nom+Plur,amictūs,amiktuːs,445,74,164,205,2
amictus,NOUN:Gen+Plur,amictuum,amiktuum,1,0,1,0,0
amictus,NOUN:Dat+Plur,amictibus,amiktibus,10,1,5,4,0
amictus,NOUN:Acc+Plur,amictūs,amiktuːs,445,74,164,205,2
amictus,NOUN:Voc+Plur,amictūs,amiktuːs,445,74,164,205,2
amictus,NOUN:Abl+Plur,amictibus,amiktibus,10,1,5,4,0
amicus,NOUN:Nom+Sing,amīcus,amiːkus,3032,380,889,1732,31
amicus,NOUN:Gen+Sing,amīcī,amiːkiː,3329,567,893,1825,44
amicus,NOUN:Dat+Sing,amīcō,amiːkoː,1818,309,447,1036,26
amicus,NOUN:Acc+Sing,amīcum,amiːkum,2460,456,645,1334,25
amicus,NOUN:Voc+Sing,amīce,amiːke,547,93,134,304,16
amicus,NOUN:Abl+Sing,amīcō,amiːkoː,1818,309,447,1036,26
amicus,NOUN:Nom+Plur,amīcī,amiːkiː,3329,567,893,1825,44
amicus,NOUN:Gen+Plur,amīcōrum,amiːkoːrum,1577,421,298,816,42
amicus,NOUN:Dat+Plur,amīcīs,amiːkiːs,2585,472,664,1392,57
amicus,NOUN:Acc+Plur,amīcōs,amiːkoːs,2715,466,810,1384,55
amicus,NOUN:Voc+Plur,amīcī,amiːkiː,3329,567,893,1825,44
amicus,NOUN:Abl+Plur,amīcīs,amiːkiːs,2585,472,664,1392,57
amnis,NOUN:Nom+Sing,amnis,amnis,701,432,168,97,4
amnis,NOUN:Gen+Sing,amnis,amnis,701,432,168,97,4
amnis,NOUN:Dat+Sing,amnī,amniː,73,48,17,8,0
amnis,NOUN:Acc+Sing,amnem,amnem,471,314,83,71,3
amnis,NOUN:Voc+Sing,amnis,amnis,701,432,168,97,4
amnis,NOUN:Abl+Sing,amne,amne,313,184,61,65,3
amnis,NOUN:Nom+Plur,amnēs,amneːs,364,237,91,30,6
amnis,NOUN:Gen+Plur,amnium,amnium,59,37,16,2,4
amnis,NOUN:Dat+Plur,amnibus,amnibus,78,58,14,3,3
amnis,NOUN:Acc+Plur,amnēs,amneːs,364,237,91,30,6
amnis,NOUN:Voc+Plur,amnēs,amneːs,364,237,91,30,6
amnis,NOUN:Abl+Plur,amnibus,amnibus,78,58,14,3,3
amor,NOUN:Nom+Sing,amor,amor,8683,908,1382,5957,436
amor,NOUN:Gen+Sing,amōris,amoːris,5356,312,1008,3770,266
amor,NOUN:Dat+Sing,amōrī,amoːriː,569,113,145,292,19
amor,NOUN:Acc+Sing,amōrem,amoːrem,5781,399,1161,3914,307
amor,NOUN:Voc+Sing,amor,amor,8683,908,1382,5957,436
amor,NOUN:Abl+Sing,amōre,amoːre,10095,733,2634,6249,479
amor,NOUN:Nom+Plur,amōrēs,amoːreːs,436,201,103,109,23
amor,NOUN:Gen+Plur,amōrum,amoːrum,126,27,35,61,3
amor,NOUN:Dat+Plur,amōribus,amoːribus,133,29,55,46,3
amor,NOUN:Acc+Plur,amōrēs,amoːreːs,436,201,103,109,23
amor,NOUN:Voc+Plur,amōrēs,amoːreːs,436,201,103,109,23
amor,NOUN:Abl+Plur,amōribus,amoːribus,133,29,55,46,3
anguis,NOUN:Nom+Sing,anguis,anɡwis,260,116,88,54,2
anguis,NOUN:Gen+Sing,anguis,anɡwis,260,116,88,54,2
anguis,NOUN:Dat+Sing,anguī,anɡwiː,7,5,2,0,0
anguis,NOUN:Acc+Sing,anguem,anɡwem,83,43,23,14,3
anguis,NOUN:Voc+Sing,anguis,anɡwis,260,116,88,54,2
anguis,NOUN:Abl+Sing,angue,anɡwe,50,34,5,8,3
anguis,NOUN:Nom+Plur,anguēs,anɡweːs,125,74,35,15,1
anguis,NOUN:Gen+Plur,anguium,anɡwium,33,24,6,3,0
anguis,NOUN:Dat+Plur,anguibus,anɡwibus,58,39,15,4,0
anguis,NOUN:Acc+Plur,anguēs,anɡweːs,125,74,35,15,1
anguis,NOUN:Voc+Plur,anguēs,anɡweːs,125,74,35,15,1
anguis,NOUN:Abl+Plur,anguibus,anɡwibus,58,39,15,4,0
angulus,NOUN:Nom+Sing,angulus,anɡulus,551,37,73,246,195
angulus,NOUN:Gen+Sing,angulī,anɡuliː,822,23,204,309,286
angulus,NOUN:Dat+Sing,angulō,anɡuloː,734,64,127,366,177
angulus,NOUN:Acc+Sing,angulum,anɡulum,537,33,89,290,125
angulus,NOUN:Voc+Sing,angule,anɡule,0,0,0,0,0
angulus,NOUN:Abl+Sing,angulō,anɡuloː,734,64,127,366,177
angulus,NOUN:Nom+Plur,angulī,anɡuliː,822,23,204,309,286
angulus,NOUN:Gen+Plur,angulōrum,anɡuloːrum,253,15,36,70,132
angulus,NOUN:Dat+Plur,angulīs,anɡuliːs,569,65,179,257,68
angulus,NOUN:Acc+Plur,angulōs,anɡuloːs,900,52,165,492,191
angulus,NOUN:Voc+Plur,angulī,anɡuliː,822,23,204,309,286
angulus,NOUN:Abl+Plur,angulīs,anɡuliːs,569,65,179,257,68
angustia,NOUN:Nom+Sing,angustia,anɡustia,1468,6,497,949,16
angustia,NOUN:Gen+Sing,angustiae,anɡustiaj,442,58,184,197,3
angustia,NOUN:Dat+Sing,angustiae,anɡustiaj,442,58,184,197,3
angustia,NOUN:Acc+Sing,angustiam,anɡustiam,265,1,86,169,9
angustia,NOUN:Voc+Sing,angustia,anɡustia,1468,6,497,949,16
angustia,NOUN:Abl+Sing,angustiā,anɡustiaː,1468,6,497,949,16
angustia,NOUN:Nom+Plur,angustiae,anɡustiaj,442,58,184,197,3
angustia,NOUN:Gen+Plur,angustiārum,anɡustiaːrum,79,7,26,45,1
angustia,NOUN:Dat+Plur,angustiīs,anɡustiiːs,938,118,415,385,20
angustia,NOUN:Acc+Plur,angustiās,anɡustiaːs,1164,157,498,494,15
angustia,NOUN:Voc+Plur,angustiae,anɡustiaj,442,58,184,197,3
angustia,NOUN:Abl+Plur,angustiīs,anɡustiiːs,938,118,415,385,20
anima,NOUN:Nom+Sing,anima,anima,39990,226,11523,27515,726
anima,NOUN:Gen+Sing,animae,animaj,24380,263,7632,15810,675
anima,NOUN:Dat+Sing,animae,animaj,24380,263,7632,15810,675
anima,NOUN:Acc+Sing,animam,animam,21211,363,8395,12030,423
anima,NOUN:Voc+Sing,anima,anima,39990,226,11523,27515,726
anima,NOUN:Abl+Sing,animā,animaː,39990,226,11523,27515,726
anima,NOUN:Nom+Plur,animae,animaj,24380,263,7632,15810,675
anima,NOUN:Gen+Plur,animārum,animaːrum,4648,26,1497,2981,144
anima,NOUN:Dat+Plur,animīs,animiːs,2107,728,785,463,131
anima,NOUN:Acc+Plur,animās,animaːs,5697,137,2777,2691,92
anima,NOUN:Voc+Plur,animae,animaj,24380,263,7632,15810,675
anima,NOUN:Abl+Plur,animīs,animiːs,2107,728,785,463,131
animal,NOUN:Nom+Sing,animal,animal,8405,408,2303,5340,354
animal,NOUN:Gen+Sing,animālis,animaːlis,2237,54,514,1583,86
animal,NOUN:Dat+Sing,animālī,animaːliː,1170,42,229,834,65
animal,NOUN:Acc+Sing,animal,animal,8405,408,2303,5340,354
animal,NOUN:Voc+Sing,animal,animal,8405,408,2303,5340,354
animal,NOUN:Abl+Sing,animālī,animaːliː,1170,42,229,834,65
animal,NOUN:Nom+Plur,animālia,animaːlia,4546,345,1365,2643,193
animal,NOUN:Gen+Plur,animālium,animaːlium,2664,256,763,1456,189
animal,NOUN:Dat+Plur,animālibus,animaːlibus,2745,202,634,1796,113
animal,NOUN:Acc+Plur,animālia,animaːlia,4546,345,1365,2643,193
animal,NOUN:Voc+Plur,animālia,animaːlia,4546,345,1365,2643,193
animal,NOUN:Abl+Plur,animālibus,animaːlibus,2745,202,634,1796,113
animus,NOUN:Nom+Sing,animus,animus,6236,1276,2412,2291,257
animus,NOUN:Gen+Sing,animī,animiː,10162,2454,3081,3752,875
animus,NOUN:Dat+Sing,animō,animoː,11175,2769,3931,3791,684
animus,NOUN:Acc+Sing,animum,animum,7060,1915,2147,2576,422
animus,NOUN:Voc+Sing,anime,anime,2369,54,30,2284,1
animus,NOUN:Abl+Sing,animō,animoː,11175,2769,3931,3791,684
animus,NOUN:Nom+Plur,animī,animiː,10162,2454,3081,3752,875
animus,NOUN:Gen+Plur,animōrum,animoːrum,1070,262,384,338,86
animus,NOUN:Dat+Plur,animīs,animiːs,2107,728,785,463,131
animus,NOUN:Acc+Plur,animōs,animoːs,3207,1230,957,881,139
animus,NOUN:Voc+Plur,animī,animiː,10162,2454,3081,3752,875
animus,NOUN:Abl+Plur,animīs,animiːs,2107,728,785,463,131
annus,NOUN:Nom+Sing,annus,annus,1755,291,614,831,19
annus,NOUN:Gen+Sing,annī,anniː,4589,640,2040,1803,106
annus,NOUN:Dat+Sing,annō,annoː,10334,1330,2681,6237,86
annus,NOUN:Acc+Sing,annum,annum,3705,653,1423,1494,135
annus,NOUN:Voc+Sing,anne,anne,270,86,87,85,12
annus,NOUN:Abl+Sing,annō,annoː,10334,1330,2681,6237,86
annus,NOUN:Nom+Plur,annī,anniː,4589,640,2040,1803,106
annus,NOUN:Gen+Plur,annōrum,annoːrum,4050,284,1837,1851,78
annus,NOUN:Dat+Plur,annīs,anniːs,7928,889,2938,4001,100
annus,NOUN:Acc+Plur,annōs,annoːs,8812,1264,3300,4032,216
annus,NOUN:Voc+Plur,annī,anniː,4589,640,2040,1803,106
annus,NOUN:Abl+Plur,annīs,anniːs,7928,889,2938,4001,100
antiqui,NOUN:Nom+Sing,#DEF#,#DEF#,0,0,0,0,0
antiqui,NOUN:Gen+Sing,#DEF#,#DEF#,0,0,0,0,0
antiqui,NOUN:Dat+Sing,#DEF#,#DEF#,0,0,0,0,0
antiqui,NOUN:Acc+Sing,#DEF#,#DEF#,0,0,0,0,0
antiqui,NOUN:Voc+Sing,#DEF#,#DEF#,0,0,0,0,0
antiqui,NOUN:Abl+Sing,#DEF#,#DEF#,0,0,0,0,0
antiqui,NOUN:Nom+Plur,antīquī,antiːkwiː,2414,327,611,1399,77
antiqui,NOUN:Gen+Plur,antīquōrum,antiːkwoːrum,1108,60,272,715,61
antiqui,NOUN:Dat+Plur,antīquīs,antiːkwiːs,1586,189,486,842,69
antiqui,NOUN:Acc+Plur,antīquōs,antiːkwoːs,841,145,243,399,54
antiqui,NOUN:Voc+Plur,antīquī,antiːkwiː,2414,327,611,1399,77
antiqui,NOUN:Abl+Plur,antīquīs,antiːkwiːs,1586,189,486,842,69
antrum,NOUN:Nom+Sing,antrum,antrum,120,30,49,34,7
antrum,NOUN:Gen+Sing,antrī,antriː,25,9,8,7,1
antrum,NOUN:Dat+Sing,antrō,antroː,285,110,89,77,9
antrum,NOUN:Acc+Sing,antrum,antrum,120,30,49,34,7
antrum,NOUN:Voc+Sing,antrum,antrum,120,30,49,34,7
antrum,NOUN:Abl+Sing,antrō,antroː,285,110,89,77,9
antrum,NOUN:Nom+Plur,antra,antra,184,81,68,30,5
antrum,NOUN:Gen+Plur,antrōrum,antroːrum,6,1,4,0,1
antrum,NOUN:Dat+Plur,antrīs,antriːs,175,76,62,32,5
antrum,NOUN:Acc+Plur,antra,antra,184,81,68,30,5
antrum,NOUN:Voc+Plur,antra,antra,184,81,68,30,5
antrum,NOUN:Abl+Plur,antrīs,antriːs,175,76,62,32,5
anus,NOUN:Nom+Sing,anus,anus,454,193,116,137,8
anus,NOUN:Gen+Sing,anūs,anuːs,454,193,116,137,8
anus,NOUN:Dat+Sing,anuī,anuiː,7,5,0,2,0
anus,NOUN:Acc+Sing,anum,anum,125,71,29,22,3
anus,NOUN:Voc+Sing,anus,anus,454,193,116,137,8
anus,NOUN:Abl+Sing,anū,anuː,30,12,8,9,1
anus,NOUN:Nom+Plur,anūs,anuːs,454,193,116,137,8
anus,NOUN:Gen+Plur,anuum,anuum,7,0,3,4,0
anus,NOUN:Dat+Plur,anibus,anibus,0,0,0,0,0
anus,NOUN:Acc+Plur,anūs,anuːs,454,193,116,137,8
anus,NOUN:Voc+Plur,anūs,anuːs,454,193,116,137,8
anus,NOUN:Abl+Plur,anibus,anibus,0,0,0,0,0
aper,NOUN:Nom+Sing,aper,aper,270,111,71,86,2
aper,NOUN:Gen+Sing,aprī,apriː,98,47,21,28,2
aper,NOUN:Dat+Sing,aprō,aproː,75,34,27,12,2
aper,NOUN:Acc+Sing,aprum,aprum,125,51,38,35,1
aper,NOUN:Voc+Sing,aper,aper,270,111,71,86,2
aper,NOUN:Abl+Sing,aprō,aproː,75,34,27,12,2
aper,NOUN:Nom+Plur,aprī,apriː,98,47,21,28,2
aper,NOUN:Gen+Plur,aprōrum,aproːrum,21,10,3,8,0
aper,NOUN:Dat+Plur,aprīs,apriːs,24,14,4,6,0
aper,NOUN:Acc+Plur,aprōs,aproːs,51,35,10,5,1
aper,NOUN:Voc+Plur,aprī,apriː,98,47,21,28,2
aper,NOUN:Abl+Plur,aprīs,apriːs,24,14,4,6,0
apertum,NOUN:Nom+Sing,apertum,apertum,1115,87,454,551,23
apertum,NOUN:Gen+Sing,apertī,apertiː,566,20,233,305,8
apertum,NOUN:Dat+Sing,apertō,apertoː,1023,206,356,427,34
apertum,NOUN:Acc+Sing,apertum,apertum,1115,87,454,551,23
apertum,NOUN:Voc+Sing,apertum,apertum,1115,87,454,551,23
apertum,NOUN:Abl+Sing,apertō,apertoː,1023,206,356,427,34
apertum,NOUN:Nom+Plur,aperta,aperta,1996,199,821,939,37
apertum,NOUN:Gen+Plur,apertōrum,apertoːrum,6,0,2,3,1
apertum,NOUN:Dat+Plur,apertīs,apertiːs,712,103,266,324,19
apertum,NOUN:Acc+Plur,aperta,aperta,1996,199,821,939,37
apertum,NOUN:Voc+Plur,aperta,aperta,1996,199,821,939,37
apertum,NOUN:Abl+Plur,apertīs,apertiːs,712,103,266,324,19
apis,NOUN:Nom+Sing,apis,apis,236,28,75,130,3
apis,NOUN:Gen+Sing,apis,apis,236,28,75,130,3
apis,NOUN:Dat+Sing,apī,apiː,36,4,7,25,0
apis,NOUN:Acc+Sing,apem,apem,35,3,18,13,1
apis,NOUN:Voc+Sing,apis,apis,236,28,75,130,3
apis,NOUN:Abl+Sing,ape,ape,12,2,5,5,0
apis,NOUN:Nom+Plur,apēs,apeːs,444,161,104,173,6
apis,NOUN:Gen+Plur,apium,apium,131,76,40,15,0
apis,NOUN:Dat+Plur,apibus,apibus,173,85,36,47,5
apis,NOUN:Acc+Plur,apīs,apiːs,236,28,75,130,3
apis,NOUN:Voc+Plur,apēs,apeːs,444,161,104,173,6
apis,NOUN:Abl+Plur,apibus,apibus,173,85,36,47,5
apparatus,NOUN:Nom+Sing,apparātus,apparaːtus,320,86,96,115,23
apparatus,NOUN:Gen+Sing,apparātūs,apparaːtuːs,320,86,96,115,23
